Experiment,Treatment,Concentration,Distance,1,2,3,4
NREXP302_Oh7B,Control,0,1.175,NA,NA,NA,-0.1347667618
NREXP302_Oh7B,Control,0,1.326,NA,NA,0.0852933108,NA
NREXP302_Oh7B,Control,0,1.694,NA,NA,NA,0.1704094957
NREXP302_Oh7B,Control,0,1.695,NA,0.0558689473,NA,NA
NREXP302_Oh7B,Control,0,1.776,NA,NA,0.1932903941,NA
NREXP302_Oh7B,Control,0,2.033,0.0206887211,NA,NA,NA
NREXP302_Oh7B,Control,0,2.126,NA,0.0624401656,NA,NA
NREXP302_Oh7B,Control,0,2.22,NA,NA,0.9502146178,NA
NREXP302_Oh7B,Control,0,2.432,NA,NA,NA,0.5011701668
NREXP302_Oh7B,Control,0,2.608,NA,0.2892758587,NA,NA
NREXP302_Oh7B,Control,0,2.933,0.5205540114,NA,NA,NA
NREXP302_Oh7B,Control,0,2.964,NA,NA,0.5276474377,NA
NREXP302_Oh7B,Control,0,2.992,NA,NA,NA,0.5488714301
NREXP302_Oh7B,Control,0,3.183,NA,0.2283068393,NA,NA
NREXP302_Oh7B,Control,0,3.332,NA,NA,0.2798604458,NA
NREXP302_Oh7B,Control,0,3.38,NA,NA,NA,0.5271981598
NREXP302_Oh7B,Control,0,3.865,NA,NA,0.3383743874,NA
NREXP302_Oh7B,Control,0,3.904,NA,NA,NA,0.3754441454
NREXP302_Oh7B,Control,0,3.969,NA,0.3168093767,NA,NA
NREXP302_Oh7B,Control,0,3.975,0.4663584017,NA,NA,NA
NREXP302_Oh7B,Control,0,4.274,NA,NA,0.2039648411,NA
NREXP302_Oh7B,Control,0,4.638,NA,NA,NA,0.1810772047
NREXP302_Oh7B,Control,0,4.75,NA,0.1903944152,NA,NA
NREXP302_Oh7B,Control,0,4.807,NA,NA,0.0772849502,NA
NREXP302_Oh7B,Control,0,4.855,0.275653804,NA,NA,NA
NREXP302_Oh7B,Control,0,5.367,NA,0.0646568048,NA,NA
NREXP302_Oh7B,Control,0,5.419,NA,NA,NA,0.074397721
NREXP302_Oh7B,Control,0,5.664,0.0433072172,NA,NA,NA
NREXP302_Oh7B,Control,0,5.906,NA,NA,0.0533892224,NA
NREXP302_Oh7B,Control,0,6.026,NA,0.0378401551,NA,NA
NREXP302_Oh7B,Control,0,6.454,NA,NA,NA,0.0114001744
NREXP302_Oh7B,Control,0,6.511,0.0085757255,NA,NA,NA
NREXP302_Oh7B,Control,0,6.65,NA,NA,-0.028830186,NA
NREXP302_Oh7B,Control,0,6.935,NA,0.0101701413,NA,NA
NREXP302_Oh7B,Control,0,7.114,NA,NA,0.0180857713,NA
NREXP302_Oh7B,Control,0,7.235,NA,NA,NA,-0.0023510176
NREXP302_Oh7B,Control,0,7.506,0.018872289,NA,NA,NA
NREXP302_Oh7B,Control,0,8.012,NA,NA,NA,0.0177779608
NREXP302_Oh7B,Control,0,8.109,NA,NA,-0.0247077646,NA
NREXP302_Oh7B,Control,0,8.154,NA,-0.0028567974,NA,NA
NREXP302_Oh7B,Control,0,8.437,7.25434772288729E-005,NA,NA,NA
NREXP302_Oh7B,Control,0,9.107,NA,-0.0185263946,NA,NA
NREXP302_Oh7B,Control,0,9.133,NA,NA,NA,-0.0047828737
NREXP302_Oh7B,Control,0,9.134,NA,NA,0.0170471611,NA
NREXP302_Oh7B,Control,0,9.493,0.0222594505,NA,NA,NA
NREXP302_Oh7B,Control,0,9.978,NA,0.0226187346,NA,NA
NREXP302_Oh7B,Control,0,10.022,NA,NA,0.0116367228,NA
NREXP302_Oh7B,Control,0,10.341,NA,NA,NA,0.0110801233
NREXP302_Oh7B,Control,0,10.973,NA,-0.0149430252,NA,NA
NREXP302_Oh7B,Control,0,10.976,NA,NA,-0.0174928104,NA
NREXP302_Oh7B,Control,0,11.678,NA,NA,NA,-0.0169867613
NREXP302_Oh7B,Control,0,11.995,0.0076099399,NA,NA,NA
NREXP302_Oh7B,Control,0,12.278,NA,0.0119518298,NA,NA
NREXP302_Oh7B,Control,0,12.759,NA,NA,NA,-0.0047158063
NREXP302_Oh7B,Control,0,13.674,NA,-0.015821395,NA,NA
NREXP302_Oh7B,Control,0,14.68,NA,0.0280576836,NA,NA
NREXP302_Oh7B,Mannitol,80,0,0,0,0,NA
NREXP302_Oh7B,Mannitol,80,1.006,NA,NA,0.0266622824,NA
NREXP302_Oh7B,Mannitol,80,1.081,NA,0.0075886775,NA,NA
NREXP302_Oh7B,Mannitol,80,1.523,NA,NA,0.047532971,NA
NREXP302_Oh7B,Mannitol,80,1.729,0.1317647801,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,1.892,NA,NA,0.758983755,NA
NREXP302_Oh7B,Mannitol,80,2.154,NA,NA,0.4291407929,NA
NREXP302_Oh7B,Mannitol,80,2.231,NA,0.0485607917,NA,NA
NREXP302_Oh7B,Mannitol,80,2.539,NA,NA,0.946779116,NA
NREXP302_Oh7B,Mannitol,80,2.713,NA,1.3267426254,NA,NA
NREXP302_Oh7B,Mannitol,80,3.076,0.2552281481,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,3.316,NA,NA,0.1280171979,NA
NREXP302_Oh7B,Mannitol,80,3.558,0.2456026187,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,3.997,0.1135832974,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,4.266,NA,NA,-0.0007521064,NA
NREXP302_Oh7B,Mannitol,80,4.294,NA,0.2700139514,NA,NA
NREXP302_Oh7B,Mannitol,80,4.687,0.1113502906,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,5.247,0.0263854438,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,5.475,NA,NA,0.0162941587,NA
NREXP302_Oh7B,Mannitol,80,5.501,NA,0.0619417763,NA,NA
NREXP302_Oh7B,Mannitol,80,6.282,0.0082133544,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,6.9,NA,NA,0.0134832875,NA
NREXP302_Oh7B,Mannitol,80,7.124,NA,0.0517301183,NA,NA
NREXP302_Oh7B,Mannitol,80,7.231,0.0049449938,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,8.243,NA,NA,-0.034610836,NA
NREXP302_Oh7B,Mannitol,80,8.28,0.0069542372,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,8.338,NA,0.0083604666,NA,NA
NREXP302_Oh7B,Mannitol,80,9.315,-0.0148351127,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,9.635,NA,-0.0499272084,NA,NA
NREXP302_Oh7B,Mannitol,80,10.263,0.0269961856,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,10.837,NA,0.0570447531,NA,NA
NREXP302_Oh7B,Mannitol,80,11.43,-0.0085755362,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,11.885,NA,-0.0022780703,NA,NA
NREXP302_Oh7B,Mannitol,80,12.509,0.0246871335,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,13.813,-0.0311606117,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,13.969,NA,-0.0078971208,NA,NA
NREXP302_Oh7B,Mannitol,80,15.107,-0.0037270562,NA,NA,NA
NREXP302_Oh7B,Mannitol,80,15.877,NA,0.0132344517,NA,NA
NREXP302_Oh7B,Mannitol,80,16.099,0.0300803993,NA,NA,NA
NREXP302_Oh7B,Mannitol,160,0,0,NA,NA,NA
NREXP302_Oh7B,Mannitol,160,1.554,0.1227117069,NA,NA,NA
NREXP302_Oh7B,Mannitol,160,2.33,0.4112738077,NA,NA,NA
NREXP302_Oh7B,Mannitol,160,4.853,0.1588861277,NA,NA,NA
NREXP302_Oh7B,Mannitol,160,5.805,0.024924228,NA,NA,NA
NREXP302_Oh7B,Mannitol,160,6.969,-0.0345118546,NA,NA,NA
NREXP302_Oh7B,Mannitol,160,7.756,0.0308229644,NA,NA,NA
NREXP302_Oh7B,Mannitol,160,9.267,-0.0029551954,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,0,0,0,0,0
NREXP302_Oh7B,Mannitol,240,0.328,NA,NA,NA,0.041625702
NREXP302_Oh7B,Mannitol,240,0.833,NA,NA,NA,0.4501680101
NREXP302_Oh7B,Mannitol,240,1.15,0.125647767,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,1.234,NA,NA,0.1298320613,NA
NREXP302_Oh7B,Mannitol,240,1.38,NA,0.0136538173,NA,NA
NREXP302_Oh7B,Mannitol,240,1.413,NA,NA,NA,0.2737086485
NREXP302_Oh7B,Mannitol,240,1.641,0.1481544838,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,1.71,NA,NA,0.4194378311,NA
NREXP302_Oh7B,Mannitol,240,1.821,NA,NA,NA,0.6872706911
NREXP302_Oh7B,Mannitol,240,1.942,NA,0.4895689954,NA,NA
NREXP302_Oh7B,Mannitol,240,2.186,NA,NA,0.7769574658,NA
NREXP302_Oh7B,Mannitol,240,2.251,0.7948742705,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,2.373,NA,0.7243536318,NA,NA
NREXP302_Oh7B,Mannitol,240,2.382,NA,NA,NA,0.1692499095
NREXP302_Oh7B,Mannitol,240,2.682,0.2768426158,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,2.761,NA,0.4523085497,NA,NA
NREXP302_Oh7B,Mannitol,240,2.779,NA,NA,NA,0.1603805706
NREXP302_Oh7B,Mannitol,240,2.868,NA,NA,0.3592628878,NA
NREXP302_Oh7B,Mannitol,240,3.182,NA,NA,0.1327079443,NA
NREXP302_Oh7B,Mannitol,240,3.284,NA,NA,NA,0.0865696855
NREXP302_Oh7B,Mannitol,240,3.285,NA,0.7375821582,NA,NA
NREXP302_Oh7B,Mannitol,240,3.329,0.6096257172,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,3.646,NA,NA,0.1551429793,NA
NREXP302_Oh7B,Mannitol,240,3.76,0.5324842091,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,3.976,NA,0.0955585247,NA,NA
NREXP302_Oh7B,Mannitol,240,4.02,NA,NA,NA,0.0306168117
NREXP302_Oh7B,Mannitol,240,4.157,-0.1031013389,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,4.265,NA,0.1138067681,NA,NA
NREXP302_Oh7B,Mannitol,240,4.464,NA,NA,0.0590487409,NA
NREXP302_Oh7B,Mannitol,240,4.758,NA,NA,NA,-0.0312127178
NREXP302_Oh7B,Mannitol,240,4.816,0.0826902777,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,4.956,NA,0.0804363067,NA,NA
NREXP302_Oh7B,Mannitol,240,5.269,NA,NA,-0.0270116277,NA
NREXP302_Oh7B,Mannitol,240,5.511,0.1083175673,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,5.538,NA,NA,NA,0.0281021984
NREXP302_Oh7B,Mannitol,240,5.615,NA,-0.0012624104,NA,NA
NREXP302_Oh7B,Mannitol,240,6.142,NA,NA,NA,-0.0160773014
NREXP302_Oh7B,Mannitol,240,6.35,NA,NA,0.0052189688,NA
NREXP302_Oh7B,Mannitol,240,6.511,0.0107970141,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,6.521,NA,0.0315218786,NA,NA
NREXP302_Oh7B,Mannitol,240,7.148,NA,NA,NA,0.0197878181
NREXP302_Oh7B,Mannitol,240,7.313,NA,NA,0.0641587868,NA
NREXP302_Oh7B,Mannitol,240,7.384,-0.0341995836,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,7.645,NA,-0.0002742409,NA,NA
NREXP302_Oh7B,Mannitol,240,8.434,NA,NA,-0.0510321569,NA
NREXP302_Oh7B,Mannitol,240,8.476,NA,NA,NA,-0.0081028062
NREXP302_Oh7B,Mannitol,240,8.636,NA,-0.0225745553,NA,NA
NREXP302_Oh7B,Mannitol,240,9.331,0.0082959389,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,9.584,NA,NA,NA,-0.0029302913
NREXP302_Oh7B,Mannitol,240,9.599,NA,NA,-0.0329701628,NA
NREXP302_Oh7B,Mannitol,240,10.108,0.0195506691,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,10.512,NA,NA,0.0759724301,NA
NREXP302_Oh7B,Mannitol,240,10.669,NA,NA,NA,-0.0016565458
NREXP302_Oh7B,Mannitol,240,11.199,-0.0267815976,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,11.373,NA,0.0050971819,NA,NA
NREXP302_Oh7B,Mannitol,240,11.831,NA,NA,0.0080540356,NA
NREXP302_Oh7B,Mannitol,240,12.108,NA,NA,NA,-0.0383628486
NREXP302_Oh7B,Mannitol,240,12.14,0.0192168852,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,12.196,NA,-0.0168724091,NA,NA
NREXP302_Oh7B,Mannitol,240,13.146,NA,NA,NA,0.0119659357
NREXP302_Oh7B,Mannitol,240,13.178,-0.0160339544,NA,NA,NA
NREXP302_Oh7B,Mannitol,240,13.196,NA,0.0236124308,NA,NA
NREXP302_Oh7B,Mannitol,240,14.445,NA,NA,NA,0.0396782037
NREXP302_Oh7B,Mannitol,240,15.511,-0.0048882598,NA,NA,NA
NREXP303_B73,Control,0,0,0,0,0,0
NREXP303_B73,Control,0,0.305,NA,0.2790034951,NA,NA
NREXP303_B73,Control,0,0.444,0.4441334262,NA,NA,NA
NREXP303_B73,Control,0,0.476,NA,NA,NA,NA
NREXP303_B73,Control,0,0.606,NA,0.1590015061,NA,NA
NREXP303_B73,Control,0,0.787,NA,NA,NA,NA
NREXP303_B73,Control,0,0.805,NA,NA,NA,0.032361226
NREXP303_B73,Control,0,0.82,NA,NA,NA,NA
NREXP303_B73,Control,0,1.006,0.3150715747,NA,NA,NA
NREXP303_B73,Control,0,1.111,NA,0.0314928122,NA,NA
NREXP303_B73,Control,0,1.119,NA,NA,NA,0.2918401783
NREXP303_B73,Control,0,1.131,NA,NA,NA,NA
NREXP303_B73,Control,0,1.305,NA,NA,NA,NA
NREXP303_B73,Control,0,1.413,NA,0.017883649,NA,NA
NREXP303_B73,Control,0,1.445,0.2813181602,NA,NA,NA
NREXP303_B73,Control,0,1.448,NA,NA,NA,NA
NREXP303_B73,Control,0,1.581,NA,NA,NA,NA
NREXP303_B73,Control,0,1.822,NA,0.1904218408,NA,NA
NREXP303_B73,Control,0,1.909,NA,NA,NA,NA
NREXP303_B73,Control,0,1.94,NA,NA,NA,NA
NREXP303_B73,Control,0,1.972,NA,NA,NA,NA
NREXP303_B73,Control,0,2.14,0.2899552958,NA,NA,NA
NREXP303_B73,Control,0,2.209,NA,0.2533549703,NA,NA
NREXP303_B73,Control,0,2.348,NA,NA,NA,NA
NREXP303_B73,Control,0,2.372,NA,NA,0.2014007199,NA
NREXP303_B73,Control,0,2.446,NA,NA,NA,NA
NREXP303_B73,Control,0,2.457,NA,NA,NA,NA
NREXP303_B73,Control,0,2.682,NA,NA,NA,NA
NREXP303_B73,Control,0,2.812,NA,NA,0.6135355379,NA
NREXP303_B73,Control,0,2.819,NA,0.8374637752,NA,NA
NREXP303_B73,Control,0,2.896,NA,NA,NA,NA
NREXP303_B73,Control,0,2.91,NA,NA,NA,NA
NREXP303_B73,Control,0,2.979,NA,NA,NA,NA
NREXP303_B73,Control,0,3.045,0.4617279668,NA,NA,NA
NREXP303_B73,Control,0,3.259,NA,0.36465526,NA,0.4426204447
NREXP303_B73,Control,0,3.303,NA,NA,0.6314657853,NA
NREXP303_B73,Control,0,3.429,NA,NA,NA,NA
NREXP303_B73,Control,0,3.502,NA,NA,NA,NA
NREXP303_B73,Control,0,3.596,NA,NA,NA,NA
NREXP303_B73,Control,0,3.759,NA,NA,NA,NA
NREXP303_B73,Control,0,3.763,NA,NA,NA,0.2412870839
NREXP303_B73,Control,0,3.82,NA,NA,0.141588275,NA
NREXP303_B73,Control,0,4.126,0.3153982537,NA,NA,NA
NREXP303_B73,Control,0,4.163,NA,NA,NA,NA
NREXP303_B73,Control,0,4.292,NA,NA,NA,NA
NREXP303_B73,Control,0,4.322,NA,NA,NA,NA
NREXP303_B73,Control,0,4.334,NA,NA,NA,NA
NREXP303_B73,Control,0,4.54,NA,0.2469067004,NA,NA
NREXP303_B73,Control,0,4.853,NA,NA,NA,NA
NREXP303_B73,Control,0,5.041,0.0931419435,NA,NA,NA
NREXP303_B73,Control,0,5.111,NA,NA,NA,NA
NREXP303_B73,Control,0,5.153,NA,NA,NA,0.0847053003
NREXP303_B73,Control,0,5.27,NA,NA,NA,NA
NREXP303_B73,Control,0,5.288,NA,NA,NA,NA
NREXP303_B73,Control,0,5.406,NA,0.0399803825,NA,NA
NREXP303_B73,Control,0,5.644,0.089182745,NA,NA,NA
NREXP303_B73,Control,0,6.11,NA,NA,NA,NA
NREXP303_B73,Control,0,6.121,NA,NA,NA,NA
NREXP303_B73,Control,0,6.15,NA,0.0400979996,NA,NA
NREXP303_B73,Control,0,6.398,NA,NA,NA,NA
NREXP303_B73,Control,0,6.407,NA,NA,0.0636116433,NA
NREXP303_B73,Control,0,6.759,NA,NA,NA,NA
NREXP303_B73,Control,0,6.897,-0.0572980108,NA,NA,NA
NREXP303_B73,Control,0,7.022,NA,-0.0319608982,NA,NA
NREXP303_B73,Control,0,7.15,NA,NA,NA,-0.0081598723
NREXP303_B73,Control,0,7.185,NA,NA,NA,NA
NREXP303_B73,Control,0,7.414,NA,NA,NA,NA
NREXP303_B73,Control,0,7.498,NA,0.0420280232,NA,NA
NREXP303_B73,Control,0,7.578,0.0761118449,NA,NA,NA
NREXP303_B73,Control,0,8.094,NA,NA,NA,NA
NREXP303_B73,Control,0,8.174,NA,NA,-0.0433593725,NA
NREXP303_B73,Control,0,8.223,NA,NA,NA,NA
NREXP303_B73,Control,0,8.286,NA,NA,NA,NA
NREXP303_B73,Control,0,8.406,NA,NA,NA,NA
NREXP303_B73,Control,0,8.646,NA,NA,NA,-0.0144382311
NREXP303_B73,Control,0,9,NA,NA,NA,NA
NREXP303_B73,Control,0,9.271,NA,NA,NA,NA
NREXP303_B73,Control,0,9.419,NA,NA,NA,NA
NREXP303_B73,Control,0,9.795,NA,NA,NA,NA
NREXP303_B73,Control,0,10.326,NA,NA,NA,NA
NREXP303_B73,Control,0,10.702,NA,NA,NA,NA
NREXP303_B73,Control,0,10.78,NA,NA,NA,NA
NREXP303_B73,Control,0,10.915,NA,NA,NA,0.0014290256
NREXP303_B73,Control,0,11.45,NA,NA,-0.0267390619,NA
NREXP303_B73,Control,0,11.525,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,0,0,0,0,0
NREXP303_B73,Mannitol,80,0.545,NA,NA,0.2621413034,NA
NREXP303_B73,Mannitol,80,0.776,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,0.85,NA,NA,-0.1548487801,NA
NREXP303_B73,Mannitol,80,0.879,NA,0.3212215618,NA,NA
NREXP303_B73,Mannitol,80,0.952,NA,NA,NA,-0.0140804341
NREXP303_B73,Mannitol,80,1.124,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,1.184,NA,0.8486362923,NA,NA
NREXP303_B73,Mannitol,80,1.281,NA,NA,0.3256254574,NA
NREXP303_B73,Mannitol,80,1.362,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,1.392,NA,NA,NA,-0.08861964
NREXP303_B73,Mannitol,80,1.564,NA,NA,NA,-0.1719751427
NREXP303_B73,Mannitol,80,1.757,NA,NA,-0.0144374133,NA
NREXP303_B73,Mannitol,80,1.881,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,1.96,NA,0.118245234,NA,NA
NREXP303_B73,Mannitol,80,1.997,NA,NA,NA,0.1496045089
NREXP303_B73,Mannitol,80,2.331,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,2.43,NA,NA,NA,0.6727103386
NREXP303_B73,Mannitol,80,2.491,NA,NA,0.4751439862,NA
NREXP303_B73,Mannitol,80,2.681,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,2.78,NA,0.5195378865,NA,NA
NREXP303_B73,Mannitol,80,2.795,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,2.818,NA,NA,NA,0.6268955931
NREXP303_B73,Mannitol,80,2.836,NA,NA,0.2317725944,NA
NREXP303_B73,Mannitol,80,3.271,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,3.38,NA,0.2239032181,NA,NA
NREXP303_B73,Mannitol,80,3.428,NA,NA,NA,0.5486508897
NREXP303_B73,Mannitol,80,3.569,NA,NA,0.6970205745,NA
NREXP303_B73,Mannitol,80,3.664,0.2055120396,NA,NA,NA
NREXP303_B73,Mannitol,80,3.673,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,3.816,NA,NA,NA,0.1678344122
NREXP303_B73,Mannitol,80,3.876,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,3.916,NA,NA,0.2072676704,NA
NREXP303_B73,Mannitol,80,3.977,0.1030782322,NA,NA,NA
NREXP303_B73,Mannitol,80,4.028,NA,0.2270300967,NA,NA
NREXP303_B73,Mannitol,80,4.107,1.8800963789,NA,NA,NA
NREXP303_B73,Mannitol,80,4.425,NA,NA,NA,0.3527469101
NREXP303_B73,Mannitol,80,4.443,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,4.504,0.1124735044,NA,NA,NA
NREXP303_B73,Mannitol,80,4.582,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,4.697,NA,NA,0.206602828,NA
NREXP303_B73,Mannitol,80,4.809,0.1563437153,NA,NA,NA
NREXP303_B73,Mannitol,80,4.814,NA,0.040348778,NA,NA
NREXP303_B73,Mannitol,80,4.858,NA,NA,NA,0.0368885493
NREXP303_B73,Mannitol,80,5.047,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,5.171,NA,NA,0.0536846818,NA
NREXP303_B73,Mannitol,80,5.206,NA,NA,NA,0.2739427941
NREXP303_B73,Mannitol,80,5.594,NA,NA,NA,-0.0178178019
NREXP303_B73,Mannitol,80,5.645,NA,NA,0.1197644087,NA
NREXP303_B73,Mannitol,80,5.763,NA,-0.0008433153,NA,NA
NREXP303_B73,Mannitol,80,5.844,0.0029325021,NA,NA,NA
NREXP303_B73,Mannitol,80,5.939,NA,NA,NA,0.1247396611
NREXP303_B73,Mannitol,80,6.01,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,6.53,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,6.626,NA,0.0238659477,NA,NA
NREXP303_B73,Mannitol,80,6.64,NA,NA,0.0166665318,NA
NREXP303_B73,Mannitol,80,6.679,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,6.844,NA,NA,NA,-0.0246723686
NREXP303_B73,Mannitol,80,6.922,-0.0263286668,NA,NA,NA
NREXP303_B73,Mannitol,80,7.58,NA,-0.0012064676,NA,NA
NREXP303_B73,Mannitol,80,7.585,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,7.651,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,7.768,NA,NA,-0.0130884955,NA
NREXP303_B73,Mannitol,80,7.839,NA,NA,NA,0.0262745217
NREXP303_B73,Mannitol,80,8.221,0.0027270402,NA,NA,NA
NREXP303_B73,Mannitol,80,8.584,NA,NA,NA,NA
NREXP303_B73,Mannitol,80,8.725,NA,NA,-0.0046163159,NA
NREXP303_B73,Mannitol,80,8.747,NA,-0.0029910294,NA,NA
NREXP303_B73,Mannitol,80,9.302,0.0085467857,NA,NA,NA
NREXP303_B73,Mannitol,80,9.522,NA,NA,NA,-0.0116021296
NREXP303_B73,Mannitol,80,9.668,NA,-0.0180443566,NA,NA
NREXP303_B73,Mannitol,80,9.682,NA,NA,-0.0207128543,NA
NREXP303_B73,Mannitol,80,9.993,-0.0230830164,NA,NA,NA
NREXP303_B73,Mannitol,80,10.299,NA,NA,NA,-0.034968631
NREXP303_B73,Mannitol,80,10.803,NA,NA,-0.006007468,NA
NREXP303_B73,Mannitol,80,11.597,0.0051032643,NA,NA,NA
NREXP303_B73,Mannitol,80,12.721,0.0114813458,NA,NA,NA
NREXP303_B73,Mannitol,80,14.184,-0.0090228329,NA,NA,NA
NREXP303_B73,Mannitol,80,15.394,0.0089520229,NA,NA,NA
NREXP303_B73,Mannitol,80,16.401,-0.0134183585,NA,NA,NA
NREXP303_B73,Mannitol,160,0,0,0,0,0
NREXP303_B73,Mannitol,160,0.262,NA,NA,0.2564392773,NA
NREXP303_B73,Mannitol,160,0.576,NA,NA,-0.0377343438,NA
NREXP303_B73,Mannitol,160,0.873,NA,0.1266066631,NA,NA
NREXP303_B73,Mannitol,160,0.889,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,0.995,NA,NA,NA,0.1390142388
NREXP303_B73,Mannitol,160,1.088,NA,0.2709083706,NA,NA
NREXP303_B73,Mannitol,160,1.134,0.055743863,NA,NA,NA
NREXP303_B73,Mannitol,160,1.202,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,1.245,NA,NA,0.1154978074,NA
NREXP303_B73,Mannitol,160,1.34,NA,NA,NA,0.0463989782
NREXP303_B73,Mannitol,160,1.531,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,1.573,0.1384858194,NA,NA,NA
NREXP303_B73,Mannitol,160,1.613,NA,NA,0.0837703906,NA
NREXP303_B73,Mannitol,160,1.627,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,1.821,NA,0.3549943063,NA,NA
NREXP303_B73,Mannitol,160,2.022,NA,NA,0.7521565824,NA
NREXP303_B73,Mannitol,160,2.169,NA,NA,NA,0.5736076706
NREXP303_B73,Mannitol,160,2.391,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,2.393,0.516666957,NA,NA,NA
NREXP303_B73,Mannitol,160,2.42,NA,0.3819542498,NA,NA
NREXP303_B73,Mannitol,160,2.513,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,2.583,NA,NA,0.1912372523,NA
NREXP303_B73,Mannitol,160,2.818,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,2.827,0.5617470716,NA,NA,NA
NREXP303_B73,Mannitol,160,2.85,NA,NA,NA,0.3711334332
NREXP303_B73,Mannitol,160,3.087,NA,NA,0.6541270747,NA
NREXP303_B73,Mannitol,160,3.168,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,3.422,NA,0.3131927386,NA,NA
NREXP303_B73,Mannitol,160,3.569,NA,NA,0.0034825973,NA
NREXP303_B73,Mannitol,160,3.604,0.7944376327,NA,NA,NA
NREXP303_B73,Mannitol,160,3.605,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,3.649,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,3.933,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,3.971,NA,0.3852884056,NA,NA
NREXP303_B73,Mannitol,160,4.076,NA,NA,NA,-0.1306872674
NREXP303_B73,Mannitol,160,4.211,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,4.697,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,4.727,-0.0101753473,NA,NA,NA
NREXP303_B73,Mannitol,160,4.748,NA,0.1258770892,NA,NA
NREXP303_B73,Mannitol,160,4.938,NA,NA,NA,0.6868388321
NREXP303_B73,Mannitol,160,5.253,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,5.392,NA,NA,0.0132782664,NA
NREXP303_B73,Mannitol,160,5.594,0.007917678,NA,NA,NA
NREXP303_B73,Mannitol,160,5.716,NA,-0.0068378953,NA,NA
NREXP303_B73,Mannitol,160,5.739,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,6.072,NA,NA,NA,0.0270220315
NREXP303_B73,Mannitol,160,6.229,NA,NA,0.0004502169,NA
NREXP303_B73,Mannitol,160,6.338,NA,NA,NA,NA
NREXP303_B73,Mannitol,160,6.542,-0.0171376499,NA,NA,NA
NREXP303_B73,Mannitol,160,6.628,NA,NA,NA,NA
